Customer Group,Set Source Warehouse,SO Item,Category,DELIVERY Note NO,DELIVERY Note DATE,DELIVERY Note ITEM,DELIVERY Note QTY,DN Total CBM,Transporter,PLACE Of SUPPLY
Offline Sales-B2B,HR11 - LORPL,LLSM120G,Premium SHA,DN-25-26-83204,06-09-25,LLSM120G,2,0.0132,V TRANS (INDIA) LIMITED,Surat_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLSI15,Premium SHA,DN-25-26-83204,06-09-25,LLSI15,2,0.008976,V TRANS (INDIA) LIMITED,Surat_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLMG93A,SHA,DN-25-26-83204,06-09-25,LLMG93A,2,0.0357,V TRANS (INDIA) LIMITED,Surat_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLIRC001,SHA,,,,,,,
Offline Sales-B2B,HR11 - LORPL,LLGS930,Kitchen & Dining,DN-25-26-83204,06-09-25,LLGS930,2,0.0888,V TRANS (INDIA) LIMITED,Surat_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLGS201,Kitchen & Dining,DN-25-26-83204,06-09-25,LLGS201,2,0.03672,V TRANS (INDIA) LIMITED,Surat_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLGRMS901,Premium SHA,DN-25-26-83204,06-09-25,LLGRMS901,1,0.00567,V TRANS (INDIA) LIMITED,Surat_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLELB01,Kitchen & Dining,DN-25-26-83204,06-09-25,LLELB01,2,0.016128,V TRANS (INDIA) LIMITED,Surat_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLDI10,Premium SHA,DN-25-26-83204,06-09-25,LLDI10,2,0.006864,V TRANS (INDIA) LIMITED,Surat_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLHF26,Premium SHA,DN-25-26-83181,06-09-25,LLHF26,20,0.3355495,V TRANS (INDIA) LIMITED,AHMEDABAD_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLSM120G,Premium SHA,DN-25-26-83152,06-09-25,LLSM120G,4,0.0264,V TRANS (INDIA) LIMITED,Nagpur_Maharashtra
Offline Sales-B2B,HR11 - LORPL,LLGS27,Kitchen & Dining,DN-25-26-83152,06-09-25,LLGS27,5,0.30256,V TRANS (INDIA) LIMITED,Nagpur_Maharashtra
Offline Sales-B2B,HR11 - LORPL,LLDI30,Premium SHA,DN-25-26-83152,06-09-25,LLDI30,48,0.202176,V TRANS (INDIA) LIMITED,Nagpur_Maharashtra
Corporate Sales Debtors,HR11 - LORPL,LLHAVB01,Home Improvements,DN-25-26-83166,06-09-25,LLHAVB01,1,0.07105,DTDC EXPRESS LIMITED,Noida_Uttar Pradesh
Offline - MT,HR11 - LORPL,LLHF26,Premium SHA,DN-25-26-83201,06-09-25,LLHF26,56,0.9395386,SKYLARK EXPRESS (DELHI) PVT LTD,Bhiwandi_Maharashtra
Offline - MT,HR11 - LORPL,LLHF26,Premium SHA,DN-25-26-83205,06-09-25,LLHF26,24,0.4026594,SKYLARK EXPRESS (DELHI) PVT LTD,Bhiwandi_Maharashtra
Offline - MT,HR11 - LORPL,LLHF26,Premium SHA,DN-25-26-83211,06-09-25,LLHF26,40,0.671099,SKYLARK EXPRESS (DELHI) PVT LTD,Bhiwandi_Maharashtra
Offline - MT,HR11 - LORPL,LLHF26,Premium SHA,DN-25-26-83214,06-09-25,LLHF26,24,0.4026594,SKYLARK EXPRESS (DELHI) PVT LTD,Bhiwandi_Maharashtra
Offline Sales-B2B,HR11 - LORPL,LLMG101,SHA,,,,,,,
Offline - MT,HR11 - LORPL,LLHF26,Premium SHA,DN-25-26-83219,06-09-25,LLHF26,56,0.9395386,SKYLARK EXPRESS (DELHI) PVT LTD,Bhiwandi_Maharashtra
Offline - MT,HR11 - LORPL,LLHF26,Premium SHA,DN-25-26-83221,06-09-25,LLHF26,40,0.671099,SKYLARK EXPRESS (DELHI) PVT LTD,Bhiwandi_Maharashtra
Offline - MT,HR11 - LORPL,LLHF26,Premium SHA,DN-25-26-83223,06-09-25,LLHF26,24,0.4026594,SKYLARK EXPRESS (DELHI) PVT LTD,Bhiwandi_Maharashtra
Amazon,HR11 - LORPL,LLHARS01,Home Improvements,DN-25-26-83263,06-09-25,LLHARS01,1595,44.022,SKY SUPPLY CHAIN SOLUTION PVT LTD,Gurugram_Haryana
Swiggy,HR11 - LORPL,LLSHB04,Sports & Fitness,DN-25-26-83854,08-09-25,LLSHB04,60,0.132,OM SAI TRANSPORT MUMBAI,Pune_Maharashtra
Swiggy,HR11 - LORPL,LLMG39,SHA,DN-25-26-83848,08-09-25,LLMG39,2,0.046656,OM SAI TRANSPORT MUMBAI,Pune_Maharashtra
Swiggy,HR11 - LORPL,LLKS06,Sports & Fitness,DN-25-26-83848,08-09-25,LLKS06,36,0.78624,OM SAI TRANSPORT MUMBAI,Pune_Maharashtra
Swiggy,HR11 - LORPL,LLKS02,Sports & Fitness,DN-25-26-83848,08-09-25,LLKS02,12,0.257712,OM SAI TRANSPORT MUMBAI,Pune_Maharashtra
Swiggy,HR11 - LORPL,LLKPCTC05,Sports & Fitness,DN-25-26-83848,08-09-25,LLKPCTC05,2,0.1238733,OM SAI TRANSPORT MUMBAI,Pune_Maharashtra
Swiggy,HR11 - LORPL,LLHB04,Premium SHA,DN-25-26-83848,08-09-25,LLHB04,2,0.005346,OM SAI TRANSPORT MUMBAI,Pune_Maharashtra
Swiggy,HR11 - LORPL,LLGS10B,Kitchen & Dining,DN-25-26-83854,08-09-25,LLGS10B,285,8.9775,OM SAI TRANSPORT MUMBAI,Pune_Maharashtra
Swiggy,HR11 - LORPL,LLSM120G,Premium SHA,DN-25-26-83546,08-09-25,LLSM120G,48,0.3168,OM SAI TRANSPORT MUMBAI,Jhajjar_Haryana
Swiggy,HR11 - LORPL,LLSHB04,Sports & Fitness,,,,,,,
Swiggy,HR11 - LORPL,LLMG39,SHA,DN-25-26-83546,08-09-25,LLMG39,13,0.303264,OM SAI TRANSPORT MUMBAI,Jhajjar_Haryana
Swiggy,HR11 - LORPL,LLKS06,Sports & Fitness,DN-25-26-83546,08-09-25,LLKS06,48,1.04832,OM SAI TRANSPORT MUMBAI,Jhajjar_Haryana
Swiggy,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Swiggy,HR11 - LORPL,LLICT04,Kitchen & Dining,,,,,,,
Swiggy,HR11 - LORPL,LLHIHFA01,Home Improvements,DN-25-26-83546,08-09-25,LLHIHFA01,52,0.082368,OM SAI TRANSPORT MUMBAI,Jhajjar_Haryana
Swiggy,HR11 - LORPL,LLGS10B,Kitchen & Dining,,,,,,,
Swiggy,HR11 - LORPL,LLBC01,Home Improvements,DN-25-26-83546,08-09-25,LLBC01,20,0.78,OM SAI TRANSPORT MUMBAI,Jhajjar_Haryana
Swiggy,HR11 - LORPL,LLSHB04,Sports & Fitness,,,,,,,
Swiggy,HR11 - LORPL,LLMG39,SHA,DN-25-26-83170,06-09-25,LLMG39,2,0.046656,V TRANS (INDIA) LIMITED,Coimbatore_Tamil Nadu
Swiggy,HR11 - LORPL,LLMG300,SHA,DN-25-26-83170,06-09-25,LLMG300,144,2.749248,V TRANS (INDIA) LIMITED,Coimbatore_Tamil Nadu
Swiggy,HR11 - LORPL,LLMG202,SHA,DN-25-26-83170,06-09-25,LLMG202,30,0.5530875,V TRANS (INDIA) LIMITED,Coimbatore_Tamil Nadu
Swiggy,HR11 - LORPL,LLKTC05,Sports & Fitness,DN-25-26-83170,06-09-25,LLKTC05,29,1.94184,V TRANS (INDIA) LIMITED,Coimbatore_Tamil Nadu
Swiggy,HR11 - LORPL,LLKS06,Sports & Fitness,DN-25-26-83170,06-09-25,LLKS06,12,0.26208,V TRANS (INDIA) LIMITED,Coimbatore_Tamil Nadu
Swiggy,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Swiggy,HR11 - LORPL,LLKS01,Sports & Fitness,DN-25-26-83170,06-09-25,LLKS01,8,0.160056,V TRANS (INDIA) LIMITED,Coimbatore_Tamil Nadu
Swiggy,HR11 - LORPL,LLKPCTC04,Sports & Fitness,DN-25-26-83170,06-09-25,LLKPCTC04,1,0.0624375,V TRANS (INDIA) LIMITED,Coimbatore_Tamil Nadu
Swiggy,HR11 - LORPL,LLGS10B,Kitchen & Dining,,,,,,,
Swiggy,HR11 - LORPL,LLEK15,SHA,DN-25-26-83170,06-09-25,LLEK15,24,0.215832,V TRANS (INDIA) LIMITED,Coimbatore_Tamil Nadu
Swiggy,HR11 - LORPL,LLBAHFH19,Home Improvements,DN-25-26-83170,06-09-25,LLBAHFH19,7,0.00442225,V TRANS (INDIA) LIMITED,Coimbatore_Tamil Nadu
Swiggy,HR11 - LORPL,LLSM120G,Premium SHA,DN-25-26-83807,08-09-25,LLSM120G,48,0.3168,SURYA FREIGHT CARRIER,Howrah_West Bengal
Swiggy,HR11 - LORPL,LLSHB04,Sports & Fitness,DN-25-26-83828,08-09-25,LLSHB04,690,1.518,SURYA FREIGHT CARRIER,Howrah_West Bengal
Swiggy,HR11 - LORPL,LLMG202,SHA,DN-25-26-83807,08-09-25,LLMG202,6,0.1106175,SURYA FREIGHT CARRIER,Howrah_West Bengal
Swiggy,HR11 - LORPL,LLKS06,Sports & Fitness,DN-25-26-83807,08-09-25,LLKS06,6,0.13104,SURYA FREIGHT CARRIER,Howrah_West Bengal
Swiggy,HR11 - LORPL,LLKS02,Sports & Fitness,DN-25-26-83807,08-09-25,LLKS02,6,0.128856,SURYA FREIGHT CARRIER,Howrah_West Bengal
Swiggy,HR11 - LORPL,LLGS10B,Kitchen & Dining,DN-25-26-83828,08-09-25,LLGS10B,513,16.1595,SURYA FREIGHT CARRIER,Howrah_West Bengal
Swiggy,HR11 - LORPL,LLBLB03,Kitchen & Dining,DN-25-26-83807,08-09-25,LLBLB03,24,0.061824,SURYA FREIGHT CARRIER,Howrah_West Bengal
Swiggy,HR11 - LORPL,LLBC01,Home Improvements,DN-25-26-83807,08-09-25,LLBC01,6,0.234,SURYA FREIGHT CARRIER,Howrah_West Bengal
Amazon,HR11 - LORPL,LLGS990,Kitchen & Dining,,,,,,,
Amazon,HR11 - LORPL,LLGS990,Kitchen & Dining,DN-25-26-82831,05-09-25,LLGS990,411,12.9465,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLGS803,Kitchen & Dining,DN-25-26-82833,05-09-25,LLGS803,290,12.9456,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLIRC001,SHA,,,,,,,
Amazon,HR11 - LORPL,LLWMCDR01,Home Improvements,DN-25-26-82910,05-09-25,LLWMCDR01,23,0.4416,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLETHIIB04,Home Improvements,DN-25-26-82907,05-09-25,LLETHIIB04,123,5.488875,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLWMCDR01,Home Improvements,DN-25-26-82909,05-09-25,LLWMCDR01,24,0.4608,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLIC104,SHA,,,,,,,
Amazon,HR11 - LORPL,LLHIETCDR04,Home Improvements,DN-25-26-82908,05-09-25,LLHIETCDR04,67,6.050904,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLIC104,SHA,,,,,,,
Offline – GT,HR11 - LORPL,LLNBB004,SHA,DN-25-26-82890,05-09-25,LLNBB004,8,0.053856,SKYLARK EXPRESS (DELHI) PVT LTD,Solan_Himachal Pradesh
Offline – GT,HR11 - LORPL,LLMG600,SHA,DN-25-26-82890,05-09-25,LLMG600,8,0.147,SKYLARK EXPRESS (DELHI) PVT LTD,Solan_Himachal Pradesh
Offline – GT,HR11 - LORPL,LLHB04,Premium SHA,DN-25-26-82890,05-09-25,LLHB04,12,0.032076,SKYLARK EXPRESS (DELHI) PVT LTD,Solan_Himachal Pradesh
Offline – GT,HR11 - LORPL,LLGS803,Kitchen & Dining,DN-25-26-82890,05-09-25,LLGS803,10,0.4464,SKYLARK EXPRESS (DELHI) PVT LTD,Solan_Himachal Pradesh
Offline Sales-B2B,HR11 - LORPL,LLSM120G,Premium SHA,DN-25-26-82752,05-09-25,LLSM120G,40,0.264,V TRANS (INDIA) LIMITED,Pune _Maharashtra
Offline Sales-B2B,HR11 - LORPL,LLIRC002,SHA,DN-25-26-82752,05-09-25,LLIRC002,24,0.1414746,V TRANS (INDIA) LIMITED,Pune _Maharashtra
Offline Sales-B2B,HR11 - LORPL,LLHF26,Premium SHA,DN-25-26-82752,05-09-25,LLHF26,6,0.10066485,V TRANS (INDIA) LIMITED,Pune _Maharashtra
Offline – GT,HR11 - LORPL,LLIRC002,SHA,DN-25-26-82807,05-09-25,LLIRC002,24,0.1414746,V TRANS (INDIA) LIMITED,satna _Madhya Pradesh
Offline – GT,HR11 - LORPL,LLIC102,SHA,,,,,,,
Amazon,HR11 - LORPL,LLIRC001,SHA,,,,,,,
Amazon,HR11 - LORPL,LLIC104,SHA,DN-25-26-82911,05-09-25,LLIC104,137,2.198421875,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLIC104,SHA,DN-25-26-82912,05-09-25,LLIC104,9,0.144421875,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Offline Sales-B2B,HR11 - LORPL,LLMG22,SHA,DN-25-26-82727,05-09-25,LLMG22,144,2.2176,DTDC EXPRESS LIMITED,Hyderabad_Telangana
Offline Sales-B2B,HR11 - LORPL,LLOT20,Premium SHA,DN-25-26-82802,05-09-25,LLOT20,2,0.112332,SKYLARK EXPRESS (DELHI) PVT LTD,Faridabad_Haryana
Offline Sales-B2B,HR11 - LORPL,LLHB04,Premium SHA,DN-25-26-82802,05-09-25,LLHB04,24,0.064152,SKYLARK EXPRESS (DELHI) PVT LTD,Faridabad_Haryana
Offline Sales-B2B,HR11 - LORPL,LLGS27,Kitchen & Dining,DN-25-26-82802,05-09-25,LLGS27,2,0.121024,SKYLARK EXPRESS (DELHI) PVT LTD,Faridabad_Haryana
Amazon,HR11 - LORPL,LLPSW01,Home Improvements,DN-25-26-82930,05-09-25,LLPSW01,223,4.110336,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Offline Sales-B2B,HR11 - LORPL,LLGSD04,Kitchen & Dining,DN-25-26-82805,05-09-25,LLGSD04,12,0.43956,SKYLARK EXPRESS (DELHI) PVT LTD,New Delhi_Delhi
Offline Sales-B2B,HR11 - LORPL,LLOT10A,Premium SHA,DN-25-26-82786,05-09-25,LLOT10A,103,3.530016,V TRANS (INDIA) LIMITED,Bengaluru (Bangalore) Urban_Karnataka
Amazon,HR11 - LORPL,LLGS27,Kitchen & Dining,DN-25-26-82875,05-09-25,LLGS27,330,19.96896,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLGS990,Kitchen & Dining,DN-25-26-82827,05-09-25,LLGS990,179,5.6385,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Offline Sales-B2B,HR11 - LORPL,LLOT20,Premium SHA,DN-25-26-82988,05-09-25,LLOT20,396,22.241736,SKY SUPPLY CHAIN SOLUTION PVT LTD,Jalpaiguri_West Bengal
Amazon,HR11 - LORPL,LLKPCTC14,Sports & Fitness,DN-25-26-83195,06-09-25,LLKPCTC14,32,1.959552,SKY SUPPLY CHAIN SOLUTION PVT LTD,Gurgaon_Haryana
Amazon,HR11 - LORPL,LLHIOS03,Home Improvements,DN-25-26-83156,06-09-25,LLHIOS03,27,0.0363069,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLCMTM101,Home Improvements,DN-25-26-83156,06-09-25,LLCMTM101,84,1.0164,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIAV02,Home Improvements,DN-25-26-83162,06-09-25,LLHIAV02,51,0.02784375,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHFDF1,Home Improvements,DN-25-26-83162,06-09-25,LLBAHFDF1,23,0.047311,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHF12,Home Improvements,DN-25-26-83162,06-09-25,LLBAHF12,129,0.24123,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIAG01,Home Improvements,DN-25-26-83241,06-09-25,LLHIAG01,68,0.065025,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLSHB04,Sports & Fitness,DN-25-26-83322,07-09-25,LLSHB04,1600,3.52,SKY SUPPLY CHAIN SOLUTION PVT LTD,Gurugram_Haryana
Amazon,HR11 - LORPL,LLHIOS03,Home Improvements,DN-25-26-83165,06-09-25,LLHIOS03,20,0.026894,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHFDF1,Home Improvements,DN-25-26-83165,06-09-25,LLBAHFDF1,50,0.10285,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIAG01,Home Improvements,DN-25-26-83238,06-09-25,LLHIAG01,120,0.11475,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHF12,Home Improvements,DN-25-26-83159,06-09-25,LLBAHF12,30,0.0561,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLCEMD105,Home Improvements,DN-25-26-83160,06-09-25,LLCEMD105,90,0.1215,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHICP02,Home Improvements,DN-25-26-83163,06-09-25,LLHICP02,30,0.04752,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIEG01,Home Improvements,DN-25-26-83235,06-09-25,LLHIEG01,480,0.65688,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHICP02,Home Improvements,DN-25-26-83234,06-09-25,LLHICP02,98,0.155232,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIHC02,Home Improvements,DN-25-26-83158,06-09-25,LLHIHC02,58,0.05916,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIEG01,Home Improvements,DN-25-26-83158,06-09-25,LLHIEG01,210,0.1436925,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLCEMD105,Home Improvements,DN-25-26-83158,06-09-25,LLCEMD105,100,0.135,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHF12,Home Improvements,DN-25-26-83158,06-09-25,LLBAHF12,48,0.08976,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-83158,06-09-25,LLBAHF09,175,0.32725,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIHC01,Home Improvements,DN-25-26-83161,06-09-25,LLHIHC01,107,0.10914,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIEG01,Home Improvements,DN-25-26-83161,06-09-25,LLHIEG01,520,0.71162,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHFB01,Home Improvements,DN-25-26-83161,06-09-25,LLBAHFB01,40,0.0576,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLCEMD105,Home Improvements,DN-25-26-83270,06-09-25,LLCEMD105,282,0.3807,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHFB01,Home Improvements,DN-25-26-83242,06-09-25,LLBAHFB01,28,0.02016,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-83155,06-09-25,LLBAHF09,58,0.10846,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHARS01,Home Improvements,DN-25-26-83141,06-09-25,LLHARS01,770,21.252,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM_Haryana
Amazon,HR11 - LORPL,LLBAHFB01,Home Improvements,DN-25-26-83239,06-09-25,LLBAHFB01,58,0.08352,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-83239,06-09-25,LLBAHF09,139,0.25993,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHFDF1,Home Improvements,DN-25-26-83164,06-09-25,LLBAHFDF1,11,0.022627,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHARS01,Home Improvements,DN-25-26-83236,06-09-25,LLHARS01,690,19.044,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLYM605,Sports & Fitness,,,,,,,
Amazon,HR11 - LORPL,LLYM604,Sports & Fitness,DN-25-26-83320-1,07-09-25,LLYM604,266,3.180296,SKY SUPPLY CHAIN SOLUTION PVT LTD,Gurugram_Haryana
Amazon,HR11 - LORPL,LLYM603,Sports & Fitness,DN-25-26-83320-1,07-09-25,LLYM603,245,2.92922,SKY SUPPLY CHAIN SOLUTION PVT LTD,Gurugram_Haryana
Amazon,HR11 - LORPL,LLAS01,Sports & Fitness,DN-25-26-83196,06-09-25,LLAS01,238,5.82624,SKY SUPPLY CHAIN SOLUTION PVT LTD,Gurgaon_Haryana
Amazon,HR11 - LORPL,LLHICP02,Home Improvements,DN-25-26-83237,06-09-25,LLHICP02,211,0.334224,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHICDR05,Home Improvements,DN-25-26-83237,06-09-25,LLHICDR05,30,2.4156,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIAG01,Home Improvements,DN-25-26-83154,06-09-25,LLHIAG01,283,0.27061875,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLCEMD105,Home Improvements,DN-25-26-83154,06-09-25,LLCEMD105,84,0.1134,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLCCPVA01,Home Improvements,DN-25-26-83154,06-09-25,LLCCPVA01,79,1.610336,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHF12,Home Improvements,DN-25-26-83154,06-09-25,LLBAHF12,160,0.2992,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLCMTM101,Home Improvements,DN-25-26-83157,06-09-25,LLCMTM101,111,1.3431,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLCEMD105,Home Improvements,DN-25-26-83273,06-09-25,LLCEMD105,60,0.081,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHFB01,Home Improvements,DN-25-26-83273,06-09-25,LLBAHFB01,605,0.8712,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-83240,06-09-25,LLBAHF09,299,0.55913,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIAVC01,Home Improvements,DN-25-26-83271,06-09-25,LLHIAVC01,58,0.043848,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBC01,Home Improvements,DN-25-26-83271,06-09-25,LLBC01,52,2.028,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHFDF1,Home Improvements,DN-25-26-83271,06-09-25,LLBAHFDF1,21,0.043197,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHF09,Home Improvements,DN-25-26-83271,06-09-25,LLBAHF09,21,0.03927,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHFB01,Home Improvements,,,,,,,
Amazon,HR11 - LORPL,LLKPCTC14,Sports & Fitness,,,,,,,
Amazon,HR11 - LORPL,LLCCPVA01,Home Improvements,DN-25-26-83272,06-09-25,LLCCPVA01,63,1.284192,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIXG01,Home Improvements,DN-25-26-83269,06-09-25,LLHIXG01,54,0.0516375,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIAVC01,Home Improvements,DN-25-26-83269,06-09-25,LLHIAVC01,140,0.10584,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLHIAV02,Home Improvements,DN-25-26-83269,06-09-25,LLHIAV02,68,0.0631125,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBS01,Home Improvements,DN-25-26-83269,06-09-25,LLBS01,39,0.132678,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBC01,Home Improvements,DN-25-26-83269,06-09-25,LLBC01,117,4.563,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHFDF1,Home Improvements,DN-25-26-83269,06-09-25,LLBAHFDF1,14,0.028798,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLBAHF14,Home Improvements,,,,,,,
Amazon,HR11 - LORPL,LLBACP01,Home Improvements,DN-25-26-83269,06-09-25,LLBACP01,112,0.14994,SKY SUPPLY CHAIN SOLUTION PVT LTD,GURUGRAM  _Haryana
Amazon,HR11 - LORPL,LLKPCTC05,Sports & Fitness,DN-25-26-83194,06-09-25,LLKPCTC05,217,13.44025305,SKY SUPPLY CHAIN SOLUTION PVT LTD,Gurgaon_Haryana
Amazon,HR11 - LORPL,LLKPCTC04,Sports & Fitness,DN-25-26-83194,06-09-25,LLKPCTC04,137,8.5539375,SKY SUPPLY CHAIN SOLUTION PVT LTD,Gurgaon_Haryana
Amazon,HR11 - LORPL,LLKS06,Sports & Fitness,DN-25-26-83321-1,07-09-25,LLKS06,241,5.26344,SKY SUPPLY CHAIN SOLUTION PVT LTD,Gurugram_Haryana
